round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
66,blue,,60,17,58,37,,,,Pawn,0,,0,7,6,16,1,4,3,7
66,yellow,Kg13,60,17,58,37,Kf13-g13,f13,g13,King,0,,0,7,6,16,1,4,3,7
66,green,Qxe7,60,17,58,37,Qf8xRe7,f8,e7,Queen,1,,0,7,1,16,1,4,2,7
67,red,Kh6,60,17,58,42,Kg6-h6,g6,h6,King,0,,0,7,1,16,1,4,2,7
67,blue,,60,17,58,42,,,,Pawn,0,,0,7,1,16,1,4,2,7
67,yellow,g11,60,17,58,42,g12-g11,g12,g11,Pawn,0,,0,7,1,16,1,4,2,7
67,green,i7+,60,17,58,42,j7-i7+,j7,i7,Pawn,0,,0,7,1,16,1,4,2,7
68,red,Ki6,60,17,58,42,Kh6-i6,h6,i6,King,0,,0,7,1,16,1,4,2,7
68,blue,,60,17,58,42,,,,Pawn,0,,0,7,1,16,1,4,2,7
68,yellow,Kg12,60,17,58,42,Kg13-g12,g13,g12,King,0,,0,7,1,16,1,4,2,7
68,green,h7,60,17,58,42,i7-h7,i7,h7,Pawn,0,,0,7,1,16,1,4,2,7
69,red,Kj6,60,17,58,42,Ki6-j6,i6,j6,King,0,,0,7,1,16,1,4,2,7
69,blue,,60,17,58,42,,,,Pawn,0,,0,7,1,16,1,4,2,7
69,yellow,g10,60,17,58,42,g11-g10,g11,g10,Pawn,0,,0,7,1,16,1,4,2,7
69,green,g7=Q,60,17,58,42,h7-g7=D,h7,g7,Queen,0,,0,7,1,24,1,4,2,7
70,red,Kk5,60,17,58,42,Kj6-k5,j6,k5,King,0,,0,7,1,24,1,4,2,7
70,blue,,60,17,58,42,,,,Pawn,0,,0,7,1,24,1,4,2,7
70,yellow,Kg11,60,17,58,42,Kg12-g11,g12,g11,King,0,,0,7,1,24,1,4,2,7
70,green,Qe11++,60,17,58,42,Qe7-e11++,e7,e11,Queen,0,,0,7,1,24,1,4,2,7
71,red,Kxk4,60,17,58,43,Kk5xk4,k5,k4,King,1,,0,7,1,23,1,4,2,6
71,blue,,61,17,58,43,,,,Pawn,0,,0,7,1,23,1,4,2,6
71,yellow,Kh10,61,17,58,43,Kg11-h10,g11,h10,King,0,,0,7,1,23,1,4,2,6
71,green,Qh7++,61,17,58,43,Qg7-h7++,g7,h7,Queen,0,,0,7,1,23,1,4,2,6
72,red,Kj4,61,17,58,44,Kk4-j4,k4,j4,King,0,,0,7,1,23,1,4,2,6
72,blue,,61,17,58,44,,,,Pawn,0,,0,7,1,23,1,4,2,6
72,yellow,Ki9,61,17,58,44,Kh10-i9,h10,i9,King,0,,0,7,1,23,1,4,2,6
72,green,Qi11+,61,17,58,44,Qe11-i11+,e11,i11,Queen,0,,0,7,1,23,1,4,2,6
73,red,Kk5,61,17,58,44,Kj4-k5,j4,k5,King,0,,0,7,1,23,1,4,2,6
73,blue,,61,17,58,44,,,,Pawn,0,,0,7,1,23,1,4,2,6
73,yellow,Kj8,61,17,58,44,Ki9-j8,i9,j8,King,0,,0,7,1,23,1,4,2,6
73,green,Qi7++,61,17,58,44,Qh7-i7++,h7,i7,Queen,0,,0,7,1,23,1,4,2,6
74,red,Kj5,61,17,58,45,Kk5-j5,k5,j5,King,0,,0,7,1,23,1,4,2,6
74,blue,,61,17,58,45,,,,Pawn,0,,0,7,1,23,1,4,2,6
74,yellow,Kj9,61,17,58,45,Kj8-j9,j8,j9,King,0,,0,7,1,23,1,4,2,6
74,green,Qj7++,61,17,58,45,Qi7-j7++,i7,j7,Queen,0,,0,7,1,23,1,4,2,6
75,red,Kk5,61,17,58,46,Kj5-k5,j5,k5,King,0,,0,7,1,23,1,4,2,6
75,blue,,61,17,58,46,,,,Pawn,0,,0,7,1,23,1,4,2,6
75,yellow,Kk10,61,17,58,46,Kj9-k10,j9,k10,King,0,,0,7,1,23,1,4,2,6
75,green,Qi8+,61,17,58,46,Qi11-i8+,i11,i8,Queen,0,,0,7,1,23,1,4,2,6
76,red,Kk4,61,17,58,46,Kk5-k4,k5,k4,King,0,,0,7,1,23,1,4,2,6
76,blue,,61,17,58,46,,,,Pawn,0,,0,7,1,23,1,4,2,6
76,yellow,Kl10,61,17,58,46,Kk10-l10,k10,l10,King,0,,0,7,1,23,1,4,2,6
76,green,Qk8+#,61,17,58,46,Qi8-k8+#,i8,k8,Queen,0,red,0,7,1,23,1,4,2,6
77,red,,61,17,58,66,,,,Pawn,0,,0,7,1,23,1,4,2,6
77,blue,,61,17,58,66,,,,Pawn,0,,0,7,1,23,1,4,2,6
77,yellow,g9,61,17,58,66,g10-g9,g10,g9,Pawn,0,,0,7,1,23,1,4,2,6
77,green,Qj10+,61,17,58,66,Qj7-j10+,j7,j10,Queen,0,,0,7,1,23,1,4,2,6
78,red,,61,17,58,66,,,,Pawn,0,,0,7,1,23,1,4,2,6
78,blue,,61,17,58,66,,,,Pawn,0,,0,7,1,23,1,4,2,6
78,yellow,Km9,61,17,58,66,Kl10-m9,l10,m9,King,0,,0,7,1,23,1,4,2,6
78,green,Qm10+#,61,17,58,86,Qj10-m10+#,j10,m10,Queen,0,yellow,0,7,1,23,1,4,2,6
