round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
68,yellow,Qk8,57,11,51,33,Qh5-k8,h5,k8,Queen,0,,3,17,18,30,4,6,7,7
68,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
69,red,Ki3,57,11,51,33,Kj2-i3,j2,i3,King,0,,3,17,18,30,4,6,7,7
69,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
69,yellow,f7=Q,57,11,51,33,f8-f7=D,f8,f7,Queen,0,,3,17,26,30,4,6,7,7
69,green,,57,11,51,33,,,,Pawn,0,,3,17,26,30,4,6,7,7
70,red,j4,57,11,51,33,j3-j4,j3,j4,Pawn,0,,3,17,26,30,4,6,7,7
70,blue,,57,11,51,33,,,,Pawn,0,,3,17,26,30,4,6,7,7
70,yellow,Qxk7,57,11,51,33,Qk8xk7,k8,k7,Queen,1,,2,17,26,30,3,6,7,7
70,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
71,red,i5,57,11,52,33,i4-i5,i4,i5,Pawn,0,,2,17,26,30,3,6,7,7
71,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
71,yellow,Qk3+,57,11,52,33,Qk7-k3+,k7,k3,Queen,0,,2,17,26,30,3,6,7,7
71,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
72,red,Kh4,57,11,52,33,Ki3-h4,i3,h4,King,0,,2,17,26,30,3,6,7,7
72,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
72,yellow,Qj2+,57,11,52,33,Qk3-j2+,k3,j2,Queen,0,,2,17,26,30,3,6,7,7
72,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
73,red,Kg4,57,11,52,33,Kh4-g4,h4,g4,King,0,,2,17,26,30,3,6,7,7
73,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
73,yellow,Qe6+,57,11,52,33,Qf7-e6+,f7,e6,Queen,0,,2,17,26,30,3,6,7,7
73,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
74,red,Kh5,57,11,52,33,Kg4-h5,g4,h5,King,0,,2,17,26,30,3,6,7,7
74,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
74,yellow,Qh9+,57,11,52,33,Qe6-h9+,e6,h9,Queen,0,,2,17,26,30,3,6,7,7
74,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
75,red,Ki4,57,11,52,33,Kh5-i4,h5,i4,King,0,,2,17,26,30,3,6,7,7
75,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
75,yellow,Qk2+,57,11,52,33,Qj2-k2+,j2,k2,Queen,0,,2,17,26,30,3,6,7,7
75,green,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
76,red,Kj5,57,11,52,33,Ki4-j5,i4,j5,King,0,,2,17,26,30,3,6,7,7
76,blue,,57,11,52,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
76,yellow,Qj7+#,57,11,52,33,Qh9-j7+#,h9,j7,Queen,0,red,2,17,26,30,3,6,7,7
76,green,,57,11,72,33,,,,Pawn,0,,2,17,26,30,3,6,7,7
