round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
65,yellow,Qxg3+,35,36,64,23,Qi5xNg3+,i5,g3,Queen,1,,8,16,25,2,5,5,10,3
65,green,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
66,red,Kh1,35,36,67,23,Kg2-h1,g2,h1,King,0,,8,16,25,2,5,5,10,3
66,blue,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
66,yellow,Rh10+,35,36,67,23,Rg10-h10+,g10,h10,Rook,0,,8,16,25,2,5,5,10,3
66,green,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
67,red,Ki2,35,36,67,23,Kh1-i2,h1,i2,King,0,,8,16,25,2,5,5,10,3
67,blue,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
67,yellow,Rh2+,35,36,67,23,Rh10-h2+,h10,h2,Rook,0,,8,16,25,2,5,5,10,3
67,green,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
68,red,Ki1,35,36,67,23,Ki2-i1,i2,i1,King,0,,8,16,25,2,5,5,10,3
68,blue,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
68,yellow,Qg1+,35,36,67,23,Qg3-g1+,g3,g1,Queen,0,,8,16,25,2,5,5,10,3
68,green,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
69,red,Bh1,35,36,67,23,Bf3-h1,f3,h1,Bishop,0,,8,16,25,2,5,5,10,3
69,blue,,35,36,67,23,,,,Pawn,0,,8,16,25,2,5,5,10,3
69,yellow,Qxh1+#,35,36,67,23,Qg1xBh1+#,g1,h1,Queen,1,red,3,16,25,2,4,5,10,3
69,green,,35,36,92,23,,,,Pawn,0,,3,16,25,2,4,5,10,3
